timeStamp,ThrustV,CombustTempV,InletPressureV,ABPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,ABPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,BatteryVoltage,SparkPlugStatus
2026-07-14T16:44:26.087,1.23027,20,1.997,1.01985,19.526,1.97089,0.270743,51.9768,38.1364,38.1015,1.17779,61.2741,11.966,OFF
2026-07-14T16:44:26.195,1.70066,20,1.9925,1.01522,19.389,1.96644,0.277224,52.3193,38.5994,37.9841,1.17196,61.2997,11.96,OFF
2026-07-14T16:44:26.304,1.89184,20.7837,1.99436,1.01533,19.5378,1.96828,0.271335,52.3371,38.8908,38.2184,1.17689,60.9627,11.9673,OFF
2026-07-14T16:44:26.428,1.81616,20.8453,1.98508,1.01106,19.6761,1.95912,0.268481,52.1721,39.3228,38.5578,1.17133,61.1673,11.9637,OFF
2026-07-14T16:44:26.535,2.31087,20.3442,1.99102,1.00815,19.8649,1.96499,0.259332,52.3114,39.2326,38.6167,1.16732,61.4706,11.9552,OFF
2026-07-14T16:44:26.644,2.43752,20,1.99081,1.00466,19.7424,1.96477,0.268468,51.8849,39.5995,38.4891,1.17223,61.3656,11.9517,ON
2026-07-14T16:44:26.753,2.06647,20,1.99461,1.00946,19.8344,1.96853,0.268048,52.1632,39.2703,38.7184,1.1822,61.1071,11.9511,OFF
2026-07-14T16:44:26.854,2.22791,20.9686,1.98478,1.00997,19.8945,1.95883,0.26792,51.8671,39.3814,38.6806,1.19078,61.2221,11.9515,OFF
2026-07-14T16:44:26.970,2.03708,20.0282,1.98406,1.0134,19.6665,1.95811,0.257952,51.8705,39.6711,38.4723,1.18939,61.0751,11.9538,OFF
2026-07-14T16:44:27.078,2.46016,20.4626,1.9816,1.00687,19.6281,1.95568,0.25138,52.3188,39.1895,38.5973,1.19276,61.4361,11.963,OFF
2026-07-14T16:44:27.187,2.01044,20,1.97487,1.00848,19.8282,1.94905,0.258512,52.6872,38.6994,38.3831,1.18419,61.4011,11.9648,OFF
2026-07-14T16:44:27.295,2.28983,20.1073,1.9735,1.00126,19.7254,1.94769,0.266036,52.2582,38.2285,38.0004,1.1777,61.1322,11.9592,OFF
2026-07-14T16:44:27.405,1.88584,20,1.96984,1.00724,19.8615,1.94408,0.259199,52.6988,38.0929,38.0217,1.18376,61.5942,11.9568,OFF
2026-07-14T16:44:27.516,2.17185,20,1.97688,1.01093,20.026,1.95103,0.263272,52.8974,37.9343,38.3288,1.18137,61.1266,11.9633,OFF
2026-07-14T16:44:27.622,2.67016,20,1.98057,1.01715,19.8842,1.95467,0.262994,52.671,37.9888,38.7158,1.19057,61.4815,11.9578,OFF
2026-07-14T16:44:27.731,2.25184,20,1.98449,1.01993,19.9216,1.95854,0.265015,52.8764,37.8738,38.7338,1.18407,61.4162,11.951,OFF
2026-07-14T16:44:27.840,1.85206,20.2109,1.98765,1.02957,20.096,1.96166,0.268372,52.7408,37.804,38.8489,1.17508,61.0211,11.9445,OFF
2026-07-14T16:44:27.947,2.13661,21.0531,1.9865,1.03284,20.0181,1.96052,0.259593,52.8888,37.4232,38.8232,1.17844,61.5095,11.9357,OFF
2026-07-14T16:44:28.054,2.26365,21.5817,1.98017,1.03877,19.8047,1.95427,0.254782,52.819,37.8114,38.8354,1.18364,61.0707,11.9331,OFF
2026-07-14T16:44:28.177,1.77905,21.0849,1.97257,1.04182,19.6614,1.94678,0.259491,52.4388,37.5296,38.8877,1.17601,61.2807,11.9411,OFF
2026-07-14T16:44:28.273,1.81916,20.4057,1.97061,1.03459,19.8826,1.94484,0.263305,52.7544,37.4218,38.8199,1.17799,60.8621,11.9409,ON
2026-07-14T16:44:28.394,1.85891,20.6624,1.97964,1.0443,19.885,1.95375,0.255857,52.4514,37.3494,39.0885,1.18189,60.828,11.9501,OFF
2026-07-14T16:44:28.501,1.53059,20.3025,1.97423,1.04878,19.7692,1.94842,0.254201,52.0789,37.8116,38.6972,1.18088,60.9197,11.9421,OFF
2026-07-14T16:44:28.609,1.53322,20,1.97326,1.04628,19.6477,1.94745,0.256238,52.4801,38.1126,39.0013,1.18522,60.7789,11.9388,OFF
2026-07-14T16:44:28.717,1.10047,20,1.9746,1.03722,19.5494,1.94878,0.254957,52.6411,38.2458,39.1193,1.18821,60.4513,11.9321,OFF
2026-07-14T16:44:28.825,0.663867,20.1602,1.97203,1.03198,19.3084,1.94624,0.249314,52.9178,37.9684,38.852,1.17944,60.7236,11.9239,OFF
2026-07-14T16:44:28.934,1.11458,20,1.96546,1.03528,19.2605,1.93975,0.241357,53.1267,38.0667,39.1693,1.17106,60.4729,11.9273,OFF
2026-07-14T16:44:29.044,1.5825,20.4442,1.96905,1.03251,19.1675,1.9433,0.247353,53.2977,38.1986,39.1702,1.17304,60.4222,11.9361,OFF
2026-07-14T16:44:29.152,1.99919,20.9649,1.97696,1.03691,19.1657,1.9511,0.252628,53.4593,38.2652,39.4415,1.17512,60.8285,11.937,OFF
2026-07-14T16:44:29.263,2.35512,21.5079,1.98586,1.0331,19.2237,1.95989,0.260154,53.5935,37.8735,39.4605,1.16862,60.5126,11.939,OFF
2026-07-14T16:44:29.370,2.156,21.8331,1.99296,1.03894,19.0122,1.9669,0.254379,53.2979,37.4472,39.6509,1.17482,60.0141,11.9446,OFF
2026-07-14T16:44:29.478,2.02831,22.0939,1.99978,1.04334,18.9275,1.97363,0.249602,53.1568,37.3032,39.6685,1.16901,59.8366,11.9516,OFF
2026-07-14T16:44:29.586,2.23018,21.9653,2.00848,1.03404,18.8763,1.98221,0.244194,53.5163,36.9237,39.8631,1.16452,60.1204,11.9438,OFF
2026-07-14T16:44:29.697,2.48697,22.365,2.01771,1.02746,18.777,1.99133,0.248547,53.5715,37.2413,39.5175,1.16389,60.1077,11.9516,OFF
2026-07-14T16:44:29.811,2.85817,23.1535,2.02055,1.02286,18.8618,1.99413,0.240774,53.9654,36.9907,39.369,1.16563,59.7953,11.9471,OFF
2026-07-14T16:44:29.913,3.20946,22.4779,2.02196,1.02851,19.0159,1.99552,0.250343,54.4354,36.9071,39.5151,1.15883,60.1098,11.9386,OFF
2026-07-14T16:44:30.025,2.85956,21.8505,2.01377,1.01883,18.7714,1.98743,0.250109,54.1579,37.3722,39.362,1.16231,60.6022,11.937,OFF
2026-07-14T16:44:30.136,3.27436,22.5431,2.02097,1.01273,18.8775,1.99454,0.253198,53.982,37.0058,39.1216,1.15732,60.7014,11.93,OFF
2026-07-14T16:44:30.246,3.39632,23.5062,2.01136,1.0131,18.9107,1.98506,0.251296,54.0367,37.2983,39.0502,1.14738,61.0125,11.921,OFF
2026-07-14T16:44:30.351,3.11065,24.0604,2.00754,1.02031,18.9088,1.98129,0.252484,53.5815,37.5749,39.1899,1.1555,60.947,11.9245,OFF
2026-07-14T16:44:30.460,3.00941,23.9998,2.00463,1.01227,18.8547,1.97842,0.249758,53.5228,37.8738,39.2293,1.15538,61.445,11.9239,OFF
2026-07-14T16:44:30.584,2.9041,24.2271,2.0145,1.01401,18.8657,1.98815,0.257403,53.3769,38.1964,39.1662,1.15044,61.8048,11.933,OFF
2026-07-14T16:44:30.682,2.74303,23.3061,2.01163,1.02169,18.7558,1.98533,0.249543,52.9496,37.8897,39.0368,1.14354,61.8516,11.93,OFF
2026-07-14T16:44:30.798,2.8538,23.5252,2.00827,1.02535,18.5648,1.98201,0.251766,52.7535,38.2892,39.084,1.13583,62.2924,11.9215,OFF
2026-07-14T16:44:30.904,2.8639,23.4512,2.01471,1.03509,18.721,1.98836,0.256112,52.3359,38.7253,39.3909,1.13739,62.5725,11.9275,OFF
2026-07-14T16:44:31.012,2.6128,22.7328,2.01471,1.04379,18.6801,1.98836,0.2549,52.7194,39.1815,39.0969,1.14589,63.0396,11.9216,OFF
2026-07-14T16:44:31.121,2.12932,22.7153,2.02104,1.05044,18.6419,1.99461,0.25549,52.9024,38.7871,38.7088,1.14015,62.7728,11.9263,ON
2026-07-14T16:44:31.228,2.27303,23.3565,2.03045,1.04124,18.6015,2.00389,0.250898,53.2488,38.5921,38.4082,1.13319,63.0922,11.9233,OFF
2026-07-14T16:44:31.336,2.48935,22.7543,2.03628,1.03963,18.6752,2.00965,0.243679,53.2613,38.443,38.4934,1.13766,63.3697,11.9218,ON
2026-07-14T16:44:31.446,2.24702,23.5948,2.03038,1.04961,18.6426,2.00383,0.248793,53.6945,38.7817,38.7811,1.13419,63.0246,11.9137,ON
2026-07-14T16:44:31.568,2.58958,24.5725,2.03587,1.04334,18.5191,2.00925,0.246366,53.8598,38.741,38.4198,1.12889,63.2219,11.9179,OFF
2026-07-14T16:44:31.664,3.08622,23.9888,2.02682,1.03937,18.5102,2.00032,0.253618,54.3307,38.8496,38.3455,1.12505,62.8929,11.91,ON
2026-07-14T16:44:31.786,3.30659,23.1869,2.02348,1.04587,18.3804,1.99702,0.252193,54.0153,38.3702,38.5601,1.11814,62.4829,11.9162,OFF
2026-07-14T16:44:31.881,2.87207,24.1389,2.02592,1.05532,18.4295,1.99942,0.257718,53.5739,38.067,38.3944,1.11973,62.3066,11.9252,OFF
2026-07-14T16:44:31.991,3.33238,24.7782,2.03294,1.06013,18.4562,2.00635,0.267412,54.0237,37.8833,38.6264,1.12224,62.2107,11.9169,OFF
2026-07-14T16:44:32.101,3.06619,24.1402,2.03701,1.06143,18.3882,2.01037,0.266706,54.3176,38.2623,38.9992,1.13081,62.3476,11.9102,OFF
2026-07-14T16:44:32.210,2.88552,23.6499,2.04235,1.06625,18.6176,2.01564,0.259155,54.6113,38.4468,38.8572,1.12501,62.6318,11.9166,OFF
2026-07-14T16:44:32.319,2.86545,24.0975,2.03439,1.06872,18.3875,2.00779,0.267783,54.5665,38.0063,38.9728,1.13079,62.3733,11.9127,OFF
2026-07-14T16:44:32.433,2.61895,23.5712,2.04343,1.07246,18.4245,2.01671,0.260909,54.4436,38.0575,38.6373,1.13543,62.1458,11.9185,OFF
2026-07-14T16:44:32.544,2.54194,23.1763,2.04046,1.06266,18.4166,2.01378,0.254316,54.4588,37.7733,38.6332,1.13722,61.8183,11.9188,OFF
2026-07-14T16:44:32.652,2.33144,22.7787,2.03066,1.06404,18.2341,2.00411,0.252091,54.5766,37.8814,38.8852,1.14037,61.5506,11.9281,OFF
2026-07-14T16:44:32.760,1.87629,23.0275,2.02873,1.06125,18.2138,2.0022,0.25416,54.6956,38.2284,38.5227,1.1312,61.7887,11.9368,OFF
2026-07-14T16:44:32.869,1.59801,22.5096,2.03361,1.06352,18.0433,2.00702,0.254774,54.4294,38.2188,38.8982,1.13006,62.1903,11.9379,OFF
2026-07-14T16:44:32.978,1.71559,22.3177,2.02666,1.07158,17.9757,2.00016,0.262398,54.087,38.485,38.7452,1.13874,62.4908,11.9307,OFF
2026-07-14T16:44:33.086,2.158,22.3408,2.02088,1.07275,17.8062,1.99446,0.271207,53.9948,38.6189,38.5604,1.1483,62.2118,11.9216,OFF
2026-07-14T16:44:33.195,2.31124,22.2442,2.01232,1.07748,17.6795,1.98601,0.276501,53.6253,38.4904,38.3429,1.14509,62.1517,11.9143,OFF
2026-07-14T16:44:33.311,2.60874,23.0153,2.00539,1.08035,17.7262,1.97916,0.274135,53.4881,38.8778,38.4724,1.13577,61.9843,11.9177,OFF
2026-07-14T16:44:33.415,2.31038,22.3484,1.99697,1.08275,17.6405,1.97086,0.276664,53.2289,39.1711,38.2325,1.13748,61.7523,11.9099,OFF
2026-07-14T16:44:33.530,1.85647,21.5257,2.00446,1.07976,17.88,1.97825,0.282845,53.6418,38.8614,38.3151,1.12938,61.5626,11.9187,OFF
2026-07-14T16:44:33.633,1.78333,21.5409,2.01144,1.08658,17.8991,1.98514,0.283706,53.7608,39.0295,38.0724,1.13701,61.4512,11.9099,OFF
2026-07-14T16:44:33.751,1.43967,21.3439,2.01655,1.08623,17.729,1.99018,0.2768,53.866,39.1772,38.25,1.13643,61.8827,11.9102,OFF
2026-07-14T16:44:33.854,0.996006,20.574,2.02341,1.09594,17.6486,1.99695,0.279606,54.2331,38.7022,38.0691,1.13988,61.4903,11.9081,OFF
2026-07-14T16:44:33.967,1.08767,20.1291,2.03182,1.09692,17.4185,2.00525,0.27432,54.5907,39.1656,37.9714,1.14613,61.8002,11.9126,OFF
2026-07-14T16:44:34.078,0.910651,20.4664,2.03591,1.08755,17.6035,2.00929,0.272576,55.0652,39.2257,37.9126,1.14835,61.6264,11.9096,OFF
2026-07-14T16:44:34.185,0.792715,20.0159,2.04454,1.08995,17.607,2.0178,0.277915,55.0086,38.9699,37.5316,1.147,61.4858,11.9036,OFF
2026-07-14T16:44:34.290,0.86525,20.4184,2.03506,1.08377,17.4983,2.00845,0.269824,54.9054,38.7669,37.5196,1.15042,61.2818,11.9123,OFF
2026-07-14T16:44:34.401,0.507585,20,2.03454,1.08164,17.4606,2.00793,0.261175,55.3653,39.0208,37.3034,1.15178,61.5309,11.9124,OFF
2026-07-14T16:44:34.507,0.854916,20,2.03469,1.07205,17.5559,2.00808,0.251986,54.8788,38.907,36.9842,1.15469,61.3676,11.9029,OFF
2026-07-14T16:44:34.629,0.711608,20,2.04293,1.06597,17.449,2.01621,0.256933,54.7938,38.518,37.2496,1.15839,61.768,11.8976,OFF
2026-07-14T16:44:34.737,0.885675,20.5276,2.0331,1.07161,17.4084,2.00651,0.255144,54.9879,38.8996,37.4891,1.15968,61.9452,11.8929,ON
2026-07-14T16:44:34.846,0.966591,20,2.04001,1.06213,17.209,2.01334,0.251727,55.0776,38.546,37.7344,1.15009,61.5157,11.8965,OFF
2026-07-14T16:44:34.952,1.35246,20.9088,2.03448,1.05706,17.4504,2.00788,0.245449,55.2297,38.8058,38.1058,1.14344,61.2408,11.9014,OFF
2026-07-14T16:44:35.059,1.33524,21.6904,2.04382,1.05367,17.5151,2.01709,0.242197,55.4828,38.5023,38.0294,1.13428,61.4505,11.9033,OFF
2026-07-14T16:44:35.166,1.543,21.4372,2.04163,1.05766,17.4164,2.01493,0.252161,55.335,38.046,37.961,1.12436,61.5598,11.8956,OFF
2026-07-14T16:44:35.273,1.41994,20.6167,2.04194,1.06359,17.5444,2.01524,0.252489,54.8845,37.9755,37.8315,1.11786,61.7714,11.8892,OFF
2026-07-14T16:44:35.382,0.980274,20,2.03383,1.05385,17.6475,2.00723,0.249029,54.7615,37.4994,37.8675,1.11674,61.8143,11.8823,OFF
2026-07-14T16:44:35.492,1.26618,20,2.03731,1.05376,17.7971,2.01067,0.243355,54.3806,37.5929,38.0201,1.11204,62.0342,11.8899,OFF
2026-07-14T16:44:35.604,0.931654,20,2.04042,1.04657,17.8564,2.01374,0.240542,54.0194,37.7385,37.8848,1.10893,62.389,11.8945,OFF
2026-07-14T16:44:35.721,0.727368,20,2.0413,1.03847,17.7671,2.01461,0.240535,53.6321,38.1453,37.9275,1.11449,62.6783,11.8923,OFF
2026-07-14T16:44:35.823,0.279701,20.1064,2.03285,1.02933,17.5507,2.00627,0.232616,53.9636,37.9305,37.7761,1.11206,62.8039,11.8825,OFF
2026-07-14T16:44:35.936,0.507381,20.6436,2.03205,1.03646,17.4437,2.00548,0.23919,53.5566,37.6653,37.7746,1.12146,62.4699,11.8733,OFF
2026-07-14T16:44:36.043,0.494478,20.6601,2.02945,1.03452,17.3521,2.00291,0.245308,53.8554,38.1516,37.677,1.13005,62.4582,11.8772,OFF
2026-07-14T16:44:36.153,0.105111,20.9333,2.03776,1.03644,17.5155,2.01111,0.248713,53.9609,38.6309,37.9466,1.1305,62.0573,11.8843,OFF
2026-07-14T16:44:36.262,0,21.8656,2.04352,1.03224,17.3926,2.01679,0.246178,54.4262,39.1263,37.9301,1.12209,62.3179,11.8787,OFF
2026-07-14T16:44:36.369,0.120285,21.585,2.04512,1.03453,17.3096,2.01837,0.254734,54.2033,39.1575,37.5305,1.12619,61.8302,11.8847,OFF
2026-07-14T16:44:36.477,0.525887,20.7534,2.0479,1.0246,17.3439,2.02112,0.246306,53.9281,38.9948,37.7323,1.1281,61.8122,11.8767,OFF
2026-07-14T16:44:36.587,0.836029,20.9185,2.05622,1.02447,17.1837,2.02934,0.252715,53.5244,39.4,37.8652,1.13059,61.8361,11.8778,OFF
2026-07-14T16:44:36.696,0.546689,20.8118,2.05142,1.03154,17.3798,2.02459,0.249212,53.1936,39.7886,38.2328,1.12493,61.5322,11.884,OFF
2026-07-14T16:44:36.819,0.384186,21.6563,2.04384,1.03843,17.1928,2.01712,0.259084,52.9473,40.2533,38.3044,1.12448,61.2383,11.8753,OFF
2026-07-14T16:44:36.925,0.872707,22.5397,2.05191,1.04114,17.3607,2.02507,0.2584,52.5757,40.2056,38.1474,1.11588,61.0444,11.8847,OFF
2026-07-14T16:44:37.031,1.30264,23.2102,2.05137,1.04185,17.3392,2.02455,0.267324,52.7563,40.3787,37.7555,1.11757,61.0938,11.8781,OFF
2026-07-14T16:44:37.141,1.09918,22.3889,2.04452,1.03244,17.3807,2.01778,0.261441,52.9229,40.1703,37.9216,1.12232,60.8472,11.8749,OFF
2026-07-14T16:44:37.250,0.801671,23.2995,2.04185,1.0359,17.1803,2.01515,0.260451,52.9763,39.6755,38.203,1.11759,60.7256,11.873,OFF
2026-07-14T16:44:37.423,0.833025,23.1931,2.03224,1.03249,17.1914,2.00567,0.256362,53.0317,39.9236,38.3987,1.11673,60.9665,11.8672,OFF
2026-07-14T16:44:37.467,0.642116,24.0794,2.0394,1.02517,17.1706,2.01273,0.246798,53.3024,40.3793,38.4282,1.11728,60.9335,11.8691,OFF
2026-07-14T16:44:37.574,0.623634,23.8054,2.03481,1.0268,17.2675,2.0082,0.242209,53.0242,40.3465,38.5005,1.11877,60.6871,11.8651,OFF
2026-07-14T16:44:37.682,0.878698,24.5177,2.03672,1.01888,17.2353,2.01009,0.23704,53.1887,40.8373,38.377,1.12821,60.6818,11.8686,OFF
2026-07-14T16:44:37.791,0.975328,25.2748,2.0359,1.00962,17.2746,2.00928,0.24297,52.8128,40.7501,37.9981,1.12035,60.2818,11.8682,OFF
2026-07-14T16:44:37.899,1.42458,26.1625,2.03528,1.00035,17.2703,2.00866,0.23463,52.3212,40.4388,38.2783,1.12098,59.7984,11.8704,OFF
2026-07-14T16:44:38.008,1.13615,25.6937,2.03651,1.00515,17.1294,2.00988,0.22951,52.1883,40.2168,38.0626,1.11761,59.4731,11.8726,OFF
2026-07-14T16:44:38.131,1.11577,25.6585,2.03972,1.00732,17.2693,2.01305,0.220655,51.8511,40.2182,37.8262,1.11174,59.6924,11.8669,OFF
2026-07-14T16:44:38.239,1.06961,26.0323,2.03949,1.01507,17.4973,2.01282,0.215198,51.6797,39.82,38.024,1.10296,59.9951,11.8632,ON
2026-07-14T16:44:38.348,1.42527,25.4277,2.03069,1.01471,17.4333,2.00413,0.225194,51.9311,40.1488,38.3379,1.11218,60.2918,11.8594,OFF
2026-07-14T16:44:38.454,1.31686,25.2816,2.03067,1.00816,17.5255,2.00412,0.218007,51.5896,39.8147,37.9515,1.10345,60.4576,11.8587,OFF
2026-07-14T16:44:38.563,1.63908,25.6427,2.0359,1.00871,17.5732,2.00928,0.209759,51.4218,39.4997,37.8699,1.11125,60.499,11.864,OFF
2026-07-14T16:44:38.671,1.26192,26.4945,2.04491,0.999424,17.6728,2.01817,0.204679,51.0096,39.7273,38.1182,1.11142,60.2785,11.8624,OFF
2026-07-14T16:44:38.778,1.54203,25.9443,2.04059,0.992086,17.9093,2.01391,0.201844,51.1043,39.3145,37.9637,1.10195,60.3855,11.8535,ON
2026-07-14T16:44:38.885,1.73284,26.038,2.03405,0.993712,18.0816,2.00745,0.211033,50.7355,39.6613,38.2717,1.11056,59.9151,11.8541,OFF
2026-07-14T16:44:38.996,1.32282,25.9272,2.02883,0.996752,17.9174,2.0023,0.219614,50.4308,39.599,37.8868,1.11385,59.4537,11.8565,OFF
2026-07-14T16:44:39.103,0.888264,25.5429,2.03855,0.994254,18.0239,2.01189,0.214122,50.1137,39.7231,37.5175,1.11932,59.9384,11.8549,OFF
2026-07-14T16:44:39.211,1.33646,25.7875,2.03321,0.989395,18.2197,2.00663,0.207529,49.844,39.994,37.164,1.12176,59.6743,11.847,OFF
2026-07-14T16:44:39.319,1.15942,26.2239,2.0309,0.999236,18.2456,2.00434,0.212028,49.4118,39.8319,37.271,1.13133,59.2619,11.8511,OFF
2026-07-14T16:44:39.428,1.26017,27.1907,2.0247,1.00839,18.1642,1.99822,0.202094,49.7117,40.232,37.196,1.12391,59.1697,11.8545,OFF
2026-07-14T16:44:39.550,0.994424,27.792,2.03053,1.01645,18.2288,2.00397,0.208046,49.5723,39.889,37.4198,1.13007,58.9346,11.8594,ON
2026-07-14T16:44:39.659,1.49143,27.1529,2.02399,1.01648,18.2507,1.99752,0.202861,49.7296,39.8509,37.1082,1.128,58.5191,11.8679,OFF
2026-07-14T16:44:39.767,1.73851,27.8335,2.02532,1.02178,18.2277,1.99884,0.209391,49.2514,39.4205,36.8661,1.13533,58.4942,11.8752,OFF
